fid,dim,iid,rep,obj_value,set_skewness,set_quad_simp_r2,set_fd,set_lin_inter_r2,set_nbc_sd,set_nbc_cor,set_lin_simple_r2,set_quad_inter_r2,cma_skewness,cma_quad_simp_r2,cma_fd,cma_lin_inter_r2,cma_nbc_sd,cma_nbc_cor,cma_lin_simple_r2,cma_quad_inter_r2
1,2,1,0,0.0005465436189091,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.602844781515209,0.952977990205393,0.015464673865019,0.293641041098581,0.716898440166944,-0.175424051906258,0.293968224397707,0.96585814903456
1,2,1,1,0.001691933244125,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.401072475985193,0.930802717732739,0.0154379849023155,0.28486073776889,0.713501844713483,-0.173726885153044,0.285238482317309,0.951259199253127
1,2,1,2,0.0033937281906564,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.449081352856583,0.870799004439402,0.0151318852992378,0.307762148647616,0.688005647826714,-0.175583498972583,0.307825210113414,0.936877940896475
1,2,1,3,0.0026923208044698,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.397656124613529,0.897415903209081,0.0151526217855881,0.301217554180095,0.687781356534506,-0.174417985535879,0.301510307281282,0.946512060874577
1,2,1,4,0.0010716717009584,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.499701995077181,0.940449398526751,0.0153053692357116,0.294335872980432,0.714362420005989,-0.173932314934632,0.295547203393778,0.956046269258512
1,2,1,5,0.0007121418478917,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.56713990021992,0.948417421471331,0.0153424522302655,0.293972261928623,0.71527164237424,-0.173372856013456,0.288547395945009,0.961922615476244
1,2,1,6,0.0009105982251605,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.528197827142706,0.945746318072178,0.0152839867637045,0.298024836599747,0.713330978523654,-0.175328816058551,0.292719341277454,0.955791054422443
1,2,1,7,0.0012413966984584,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.456235175307989,0.942402872579141,0.0152256747427353,0.295321299723167,0.710698759883723,-0.173598593186802,0.291501438909302,0.952702948422644
1,2,1,8,0.0010088009573221,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.503642333109911,0.944093762610858,0.0153298200193207,0.293808543358398,0.715271450215384,-0.174755857272969,0.293262279725117,0.955770692201777
1,2,1,9,0.0002583728794724,0.221083665891972,1.0,0.297958642577275,0.298499037855766,0.908438675125454,0.832855876166334,0.295092676488094,1.0,0.688005356313736,0.964851087766674,0.0154145813520235,0.293087248568184,0.713971519259735,-0.175202692743932,0.293925811284689,0.973078363268401
1,2,1,10,0.000441095646897,0.2210836658919724,1.0,0.2979586425772753,0.2984990378557656,0.9084386751254536,0.8328558761663339,0.2950926764880939,1.0,0.6538549386466926,0.9547279151339348,0.0155111101274181,0.2939003091864873,0.7126277314022703,-0.174641768318841,0.2942613808440611,0.9663823984145868
2,2,1,0,0.0078804571782576,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.0601000317384325,0.844695078074417,0.0037759799252499,0.128258993736628,0.394627069785879,-0.186888106221609,0.128080913164004,0.896201207079045
2,2,1,1,8.09240299980313e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.71863814687974,0.978740639252618,0.0027377247231001,0.0972377755089354,0.396751222019556,-0.166269554241738,0.0984758970808207,0.982932202800755
2,2,1,2,0.0003228603436744,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.686174581060853,0.953199025813354,0.002635982839605,0.0955563852178726,0.397110125856325,-0.16776127050659,0.0967928493466636,0.978619650100002
2,2,1,3,7.21183278970471e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.714971548297349,0.981377337414311,0.0027037529191519,0.098661445821836,0.396493975529582,-0.167312174153733,0.0964126419753071,0.982653940592666
2,2,1,4,5.26152515560975e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.740080910106666,0.981719547680862,0.0027284236360484,0.0984292152437076,0.397222613604596,-0.166884878652728,0.095683396194873,0.985747350993102
2,2,1,5,0.0061738224091692,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.0761718542085165,0.874452888634381,0.0028027089368473,0.124465139679873,0.393414286574643,-0.172786414137738,0.126091547287841,0.910866400064903
2,2,1,6,6.0405452634913e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.716328080380437,0.982594134436619,0.002721254337257,0.0962080640909959,0.397787084601031,-0.168230990653433,0.0979157067097302,0.984594893887527
2,2,1,7,6.89135934750995e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.721849602770422,0.979205891041396,0.0026830938996782,0.0961458134201403,0.39723635628496,-0.167309878056393,0.0975119518068082,0.985502226373488
2,2,1,8,3.87542405467248e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.735741453399777,0.984907664607375,0.0027140941710247,0.0993220417463596,0.39697829659176,-0.167163545581352,0.0972735518798219,0.98660005752381
2,2,1,9,3.59660774171588e-05,0.223850756703108,0.997946454040228,0.0521566333398131,0.103767017411286,0.396453990112004,0.845318527827889,0.101886048803507,0.99818056289457,0.730168803535458,0.984840686443768,0.0026913933612549,0.0983804162379284,0.397229934624041,-0.166938930770992,0.0972258075770631,0.988228098156949
2,2,1,10,0.0083555201932018,0.2238507567031078,0.9979464540402284,0.0521566333398131,0.1037670174112861,0.3964539901120041,0.8453185278278886,0.1018860488035072,0.99818056289457,-0.0485464599721514,0.8646579701997972,0.0030749589927963,0.0918794248224775,0.3520435575587642,-0.1778011223966743,0.0922274344533556,0.9080433300571475
3,2,1,0,1.9327081015212e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.893021903594259,0.975654227452516,0.013180269045152,0.703660387160553,0.503715673267706,-0.123152842599356,0.703920516860617,0.981678563911479
3,2,1,1,1.593028230571e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.896129934296263,0.975592979678548,0.0131583403873553,0.705053695319779,0.50456814625306,-0.123036983831443,0.704263752588853,0.983433862079165
3,2,1,2,6.44800782614192e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.860203412760129,0.967327461939245,0.0131337791619202,0.703690080183282,0.503813810456872,-0.123356297586072,0.703724444093592,0.978083164118473
3,2,1,3,1.07525316489501e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.898487362150625,0.979291239250195,0.0131585515388722,0.703962945995541,0.503101626205516,-0.123095263266014,0.704350821132482,0.983054558157854
3,2,1,4,1.77135976264627e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.888313579573745,0.975785792571109,0.0131267143895729,0.703879463485963,0.503879087170951,-0.123330288916507,0.704238759491199,0.982568707819115
3,2,1,5,9.83619895565395e-06,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.897247577833727,0.979159603659214,0.0131828062643289,0.704414142333019,0.503184862032061,-0.123142150840379,0.704098857689765,0.983583833864346
3,2,1,6,1.02845358757928e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.893125709145887,0.979652488044348,0.0132099505332578,0.703863620045631,0.503757200664324,-0.123551897574429,0.704455717072293,0.98313428815432
3,2,1,7,2.07137992572603e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.891176904559205,0.974993759383781,0.0131739985385303,0.703539242217125,0.505023999978648,-0.123289219124823,0.704102455029058,0.981949116455595
3,2,1,8,8.43655370026103e-06,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.892940274955885,0.978408701888143,0.013189397868124,0.704236285649395,0.503406196292481,-0.123271717736775,0.703668578033855,0.985032908359186
3,2,1,9,1.86988150253072e-05,0.259003880844011,0.983846797787174,0.255351074393917,0.705798265544243,0.56894886598369,0.913793944663717,0.705021526764503,0.991356976930571,0.892962188484655,0.975654318785179,0.0132015898727738,0.706768413887868,0.503979529203309,-0.122945244779544,0.701252601242947,0.982803748556163
3,2,1,10,3.258235514479631e-05,0.2590038808440114,0.983846797787174,0.2553510743939173,0.7057982655442427,0.56894886598369,0.9137939446637168,0.7050215267645028,0.9913569769305712,0.9005743040886136,0.9725735452466512,0.013184659753243,0.705669658240526,0.5046455474907097,-0.1231649264253301,0.706133743155808,0.9797178250566088
4,2,1,0,0.0012427108521557,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.0967255373333,0.825727744999416,0.0077935770216807,0.493691118979634,0.542489391395233,-0.142985851696051,0.493856156575849,0.899674474309822
4,2,1,1,9.93204695879801e-05,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.38788165986655,0.836015272811506,0.0076452610488811,0.500530908932016,0.541681379162934,-0.138539451938433,0.490279065569072,0.928804252652991
4,2,1,2,0.0004794107762994,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.28681368094253,0.824107178558444,0.0076201892467479,0.510183999136875,0.543400441309273,-0.142118513143371,0.487212301065054,0.907445637205266
4,2,1,3,0.0005243172330146,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.25458227016693,0.825974634530292,0.0078023327592265,0.494849887968217,0.543088966329997,-0.139134661999555,0.495829761593235,0.907732447548896
4,2,1,4,0.0005935727848389,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.31217514686034,0.857787641719145,0.0078526609784436,0.499399499288962,0.542405067315066,-0.141556681788713,0.493544746500886,0.895794741536583
4,2,1,5,0.0001100520138646,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.37744710273006,0.833980547754796,0.0075364972784664,0.500793215336555,0.542497561408461,-0.138431248962052,0.488198970059694,0.929284336564674
4,2,1,6,0.0003815015845033,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.32203790876696,0.841119853266386,0.0076745422680857,0.494934333444456,0.541650393980211,-0.137717016353194,0.495752102210852,0.906039858732332
4,2,1,7,0.0001991964956877,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.34126775178914,0.836624397838737,0.0076345784632934,0.4946195315407,0.5403866097452,-0.138630655423704,0.492210807656149,0.922064430953419
4,2,1,8,0.0001098339868811,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.41482288546746,0.844396517521526,0.0076037098870897,0.499049448349268,0.543222840147658,-0.137328353150058,0.489760704293189,0.925646880750118
4,2,1,9,7.62474982811281e-05,0.39102335005932,0.835140707347181,0.147664545634252,0.498959716578165,0.631552620740784,0.889111651471821,0.496364791366988,0.951976671607905,1.40483362411432,0.837466662639027,0.0077917505984982,0.503791423871183,0.54201540358929,-0.138757327345918,0.485428213108578,0.933716111097023
4,2,1,10,0.0009710701666856,0.3910233500593202,0.8351407073471806,0.1476645456342519,0.4989597165781651,0.6315526207407836,0.8891116514718209,0.4963647913669876,0.9519766716079052,1.183651013540709,0.8455371539552587,0.0078537135459543,0.4957808928648249,0.5406234712866475,-0.1405727085210788,0.4955950682620258,0.8917114289068586
5,2,1,0,2.19096144936956e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.005632529953429,0.992959368618636,0.0330989432778645,0.993098900131188,0.55319841870195,-0.0983747329073408,0.992809304593128,0.994784315603597
5,2,1,1,2.95464439096618e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0075499912992835,0.99152638075028,0.0331634343208076,0.991793365882058,0.55320921559742,-0.0988148204503035,0.991550323044309,0.995072189751065
5,2,1,2,3.35574795944662e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0048096550036588,0.990935708640454,0.0331128120987612,0.99094640856898,0.552490597133093,-0.0986905321148966,0.990893003737927,0.995284881905908
5,2,1,3,2.55184562172745e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0105976191734258,0.992532296905451,0.0331722141792081,0.992577056346008,0.55298145119294,-0.0978303946830299,0.992468326334101,0.994476221682901
5,2,1,4,2.75789471483221e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0084996463224809,0.991993041863183,0.033117905444465,0.991853721484638,0.55282254076148,-0.0980856844343145,0.991839211695507,0.995329589099752
5,2,1,5,4.11892752110655e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0028917810235384,0.989925605919107,0.0331745715971342,0.989905759819153,0.553168196586118,-0.0982066778168006,0.989883003089069,0.994931804461417
5,2,1,6,2.76967694023807e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0074094784756062,0.991958025445432,0.033113408947704,0.992151494910307,0.553326571630788,-0.0983044454971057,0.991754159799265,0.99477706445683
5,2,1,7,1.98674668402241e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0070855565667084,0.993272051665357,0.0331531920472898,0.993362383774746,0.553272613730438,-0.0982035055392032,0.993262628514829,0.995233642330395
5,2,1,8,2.16223722538661e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0075531032880686,0.993023593562577,0.0331081741558114,0.992946943608111,0.552986098250217,-0.0984636439350471,0.992932293012395,0.995117044690988
5,2,1,9,4.68966247569475e-05,0.0463204108861654,1.0,0.641702031446543,1.0,0.648845150797808,0.953149280237527,1.0,1.0,-0.0126398776821671,0.989581283848596,0.033140133299894,0.989580847023756,0.552419837016716,-0.098864648454893,0.989472676871242,0.993593880799347
5,2,1,10,1.9036092090335644e-05,0.0463204108861653,1.0,0.6417020314465431,1.0,0.6488451507978085,0.9531492802375268,1.0,1.0,-0.0055211444325263,0.993436245986988,0.0331057623025077,0.9934481684004904,0.5527314065026459,-0.0987234280952798,0.9934021733447024,0.9952501170695764
6,2,1,0,0.00893066756562,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.11412206792504,0.878309404848346,0.001979982655783,0.8730060682629,0.630931442095322,-0.159108136756976,0.872729286673783,0.913788286364954
6,2,1,1,0.0082588823072894,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.189284724738038,0.865265595045564,0.0016691938281636,0.868773683046913,0.634501575104902,-0.156949000125045,0.864940119653148,0.908464591395138
6,2,1,2,0.0136057009261416,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.14094011971136,0.864131365799256,0.0021396646526629,0.842459198420764,0.581328389255139,-0.185564845434586,0.842647047757521,0.88484701525135
6,2,1,3,0.0112533129770731,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.15080423849813,0.861000037848885,0.0019391143548317,0.844425131657167,0.59722023252774,-0.165790193727852,0.844393990638367,0.898468233207529
6,2,1,4,0.0062085783241907,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.278586032041971,0.889000287463387,0.0017964526340786,0.86051273054083,0.645675917281174,-0.14912035400415,0.860773285420325,0.922406673933049
6,2,1,5,0.0077667554769613,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.152358102472635,0.881127370371871,0.0013622804301433,0.866942354759447,0.641954891125127,-0.151370648398611,0.867173241437975,0.917546082832427
6,2,1,6,0.012660168154972,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.141647129548056,0.861186156005653,0.0021699492097371,0.851816827303962,0.592575179338942,-0.181905995111831,0.850942861772228,0.883532157755995
6,2,1,7,0.0114336252119408,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.202613966734581,0.868312113902116,0.002392628597695,0.844180805599345,0.60731014685914,-0.186486148554196,0.844358892528165,0.888918681247417
6,2,1,8,0.0093814416573346,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.234451178849876,0.88174525790269,0.0021250596439489,0.869101654817216,0.606200563148548,-0.173368946073275,0.869264388170262,0.901900109542104
6,2,1,9,0.0122017621305204,0.275810697387103,0.954951375490335,0.0019046573167109,0.912220509244073,0.84380295146973,0.962112420337279,0.872484879717605,0.994291566301422,0.181524547496244,0.859007302689766,0.0024359534721599,0.847915269103115,0.592680727475932,-0.1813367718511,0.846975480135093,0.889617554184633
6,2,1,10,0.0072001573532418,0.2758106973871034,0.9549513754903348,0.0019046573167109,0.9122205092440728,0.8438029514697298,0.9621124203372786,0.8724848797176047,0.9942915663014222,0.0830484338041206,0.8836142752928595,0.0013417984706392,0.870442891780928,0.665204913317435,-0.1244817788188862,0.861227282287752,0.9335400888707408
7,2,1,0,0.0141775831777834,0.418356750672898,0.318976866003913,0.0269136840829658,0.711042234790806,0.580714786460287,0.904393724354624,0.0380694459175959,0.99407482495808,0.622775685406244,0.247243402784452,0.0028965691825393,0.670218498519784,0.510537271271323,-0.181235808536286,0.206661524882497,0.849889584672185
7,2,1,1,0.0033937072375775,0.418356750672898,0.318976866003913,0.0269136840829658,0.711042234790806,0.580714786460287,0.904393724354624,0.0380694459175959,0.99407482495808,1.0696269335004,0.266728528273815,0.0018474107193735,0.654967900064228,0.513141301525422,-0.134437083260144,0.0915597967210001,0.925929876708358
7,2,1,2,0.0075104146503668,0.418356750672898,0.318976866003913,0.0269136840829658,0.711042234790806,0.580714786460287,0.904393724354624,0.0380694459175959,0.99407482495808,0.781568577550986,0.278148078103254,0.0020251394066767,0.669696702470343,0.501769354047365,-0.153904883388134,0.133943727625906,0.889559314197345
7,2,1,3,0.0011721852476674,0.418356750672898,0.318976866003913,0.0269136840829658,0.711042234790806,0.580714786460287,0.904393724354624,0.0380694459175959,0.99407482495808,1.31497239789117,0.284708990654939,0.0013578897116727,0.6714131769914,0.509146295261456,-0.129306814001923,0.0473352511592879,0.936202358340128
7,2,1,4,0.0069994722648759,0.418356750672898,0.318976866003913,0.0269136840829658,0.711042234790806,0.580714786460287,0.904393724354624,0.0380694459175959,0.99407482495808,0.903823622621028,0.249720254739111,0.002240871203846,0.649842055231047,0.506315522513462,-0.13938987147192,0.155010268823368,0.900947840991846
7,2,1,5,0.0041902396907427,0.418356750672898,0.318976866003913,0.0269136840829658,0.711042234790806,0.580714786460287,0.904393724354624,0.0380694459175959,0.99407482495808,0.996096594688809,0.306207328432357,0.0024592084008757,0.701788882302091,0.507929075995377,-0.140962612494961,0.102825296169695,0.895580628855305
