,0
0,0.08400436490774155
1,0.078800268471241
2,0.07585129886865616
3,0.07302568107843399
4,0.07043230533599854
5,0.06854818761348724
6,0.06746852397918701
7,0.0668676570057869
8,0.0664227083325386
9,0.06608662754297256
10,0.06595109403133392
11,0.0660305842757225
12,0.0662066861987114
13,0.06633278727531433
14,0.06634840369224548
15,0.06628487259149551
16,0.06619493663311005
17,0.06609177589416504
18,0.0659434050321579
19,0.06571435183286667
20,0.06540662050247192
21,0.06506079435348511
22,0.06472241133451462
23,0.06440907716751099
24,0.0641084536910057
25,0.06380656361579895
26,0.06351335346698761
27,0.0632568746805191
28,0.06305427849292755
29,0.06289385259151459
30,0.06274953484535217
31,0.062609001994133
32,0.062479373067617416
33,0.062366098165512085
34,0.06225614249706268
35,0.062128715217113495
36,0.0619773231446743
37,0.0618123896420002
38,0.06164355203509331
39,0.06146841496229172
40,0.061281707137823105
41,0.061088401824235916
42,0.060900744050741196
43,0.06072504445910454
44,0.060557879507541656
45,0.060395095497369766
46,0.060238566249608994
47,0.06009175628423691
48,0.05995253473520279
49,0.05981465056538582
50,0.05967452749609947
51,0.059533391147851944
52,0.05939264968037605
53,0.05925072357058525
54,0.05910557135939598
55,0.05895835906267166
56,0.05881238356232643
57,0.058669403195381165
58,0.05852891877293587
59,0.05839081108570099
60,0.0582566037774086
61,0.05812743678689003
62,0.058002401143312454
63,0.05787985399365425
64,0.057759396731853485
65,0.0576414093375206
66,0.05752542242407799
67,0.05741041898727417
68,0.05729628726840019
69,0.05718393251299858
70,0.057073965668678284
71,0.05696629732847214
72,0.05686104670166969
73,0.05675884336233139
74,0.056660059839487076
75,0.05656437575817108
76,0.056471388787031174
77,0.05638110265135765
78,0.05629348382353783
79,0.05620822682976723
80,0.056125007569789886
81,0.05604390427470207
82,0.05596509948372841
83,0.05588863417506218
84,0.05581444874405861
85,0.05574268847703934
86,0.0556735023856163
87,0.05560686066746712
88,0.05554260313510895
89,0.05548064410686493
90,0.05542096123099327
91,0.055363405495882034
92,0.05530782416462898
93,0.055254142731428146
94,0.05520239099860191
95,0.055152542889118195
96,0.05510450899600983
97,0.055058300495147705
98,0.055013932287693024
99,0.054971322417259216
100,0.05493038147687912
101,0.05489104613661766
102,0.05485324561595917
103,0.05481689050793648
104,0.05478188768029213
105,0.05474819615483284
106,0.054715756326913834
107,0.05468454211950302
108,0.05465447157621384
109,0.05462554469704628
110,0.054597705602645874
111,0.054570890963077545
112,0.05454504117369652
113,0.054520100355148315
114,0.05449603497982025
115,0.05447276681661606
116,0.05445025861263275
117,0.05442846566438675
118,0.054407354444265366
119,0.054386891424655914
120,0.054367031902074814
121,0.05434776097536087
122,0.054329030215740204
123,0.05431080609560013
124,0.05429305508732796
125,0.0542757473886013
126,0.054258860647678375
127,0.05424235388636589
128,0.05422620102763176
129,0.054210394620895386
130,0.05419490113854408
131,0.054179709404706955
132,0.05416479706764221
133,0.05415014922618866
134,0.05413573980331421
135,0.054121553897857666
136,0.054107580333948135
137,0.054093800485134125
138,0.05408020690083504
139,0.05406678095459938
140,0.05405351147055626
141,0.05404040589928627
142,0.05402742698788643
143,0.05401458591222763
144,0.05400187149643898
145,0.05398926883935928
146,0.05397678166627884
147,0.05396439880132675
148,0.05395210161805153
149,0.05393989384174347
150,0.05392778664827347
151,0.053915753960609436
152,0.053903792053461075
153,0.05389191210269928
154,0.053880106657743454
155,0.05386835336685181
156,0.05385667830705643
157,0.05384505167603493
158,0.0538334921002388
159,0.05382198095321655
160,0.05381052568554878
161,0.05379912257194519
162,0.05378776788711548
163,0.053776465356349945
164,0.05376520752906799
165,0.05375399440526962
166,0.053742825984954834
167,0.05373169854283333
168,0.053720612078905106
169,0.05370956286787987
170,0.05369856208562851
171,0.05368759110569954
172,0.05367665737867355
173,0.05366576835513115
174,0.053654905408620834
175,0.0536440871655941
176,0.053633298724889755
177,0.0536225400865078
178,0.053611818701028824
179,0.05360112711787224
180,0.053590476512908936
181,0.053579848259687424
182,0.053569257259368896
183,0.05355868488550186
184,0.05354814976453781
185,0.053537651896476746
186,0.05352717265486717
187,0.05351671949028969
188,0.05350630730390549
189,0.05349591374397278
190,0.05348554998636246
191,0.05347521975636482
192,0.05346490442752838
193,0.053454622626304626
194,0.05344437062740326
195,0.05343414470553398
196,0.0534239336848259
197,0.0534137599170208
198,0.05340360850095749
199,0.05339347943663597
200,0.05338338389992714
201,0.0533733032643795
202,0.05336325243115425
203,0.05335322394967079
204,0.05334322527050972
205,0.05333324521780014
206,0.05332328379154205
207,0.05331335961818695
208,0.053303446620702744
209,0.053293563425540924
210,0.053283706307411194
211,0.053273867815732956
212,0.05326404795050621
213,0.05325426533818245
214,0.05324449762701988
215,0.053234752267599106
216,0.05322503298521042
217,0.053215332329273224
218,0.05320565775036812
219,0.0531960092484951
220,0.053186383098363876
221,0.053176771849393845
222,0.0531671904027462
223,0.05315762758255005
224,0.05314809828996658
225,0.05313858017325401
226,0.05312909185886383
227,0.05311962217092514
228,0.05311017483472824
229,0.05310075357556343
230,0.053091347217559814
231,0.053081970661878586
232,0.05307261645793915
233,0.0530632920563221
234,0.05305397883057594
235,0.053044695407152176
236,0.0530354343354702
237,0.053026191890239716
238,0.05301697552204132
239,0.05300777778029442
240,0.052998609840869904
241,0.05298946052789688
242,0.05298033356666565
243,0.05297123268246651
244,0.052962154150009155
245,0.052953094244003296
246,0.052944060415029526
247,0.05293505638837814
248,0.052926067262887955
249,0.052917107939720154
250,0.05290816351771355
251,0.05289924144744873
252,0.0528903491795063
253,0.052881475538015366
254,0.052872639149427414
255,0.05286380648612976
256,0.05285501852631569
257,0.052846238017082214
258,0.05283748358488083
259,0.052828751504421234
260,0.05282004177570343
261,0.052811358124017715
262,0.05280270427465439
263,0.05279407277703285
264,0.05278545245528221
265,0.05277686566114426
266,0.052768297493457794
267,0.05275975912809372
268,0.052751243114471436
269,0.05274274945259094
270,0.05273427814245224
271,0.05272582545876503
272,0.052717410027980804
273,0.052709005773067474
274,0.05270063132047653
275,0.05269227921962738
