,0
0,0.09023599326610565
1,0.08273953199386597
2,0.07800117135047913
3,0.07415485382080078
4,0.07065540552139282
5,0.06765240430831909
6,0.06542021781206131
7,0.06403049826622009
8,0.06328009068965912
9,0.06286332756280899
10,0.06259283423423767
11,0.062442846596241
12,0.062447864562273026
13,0.06260272860527039
14,0.0628359317779541
15,0.06304880231618881
16,0.06317147612571716
17,0.06318879872560501
18,0.06312701851129532
19,0.06302137672901154
20,0.06288952380418777
21,0.06272510439157486
22,0.0625113770365715
23,0.06224212050437927
24,0.06193283572793007
25,0.06161476671695709
26,0.06131741777062416
27,0.0610533244907856
28,0.060816824436187744
29,0.06059705838561058
30,0.06039290502667427
31,0.06021563336253166
32,0.0600772425532341
33,0.05997661501169205
34,0.0598977729678154
35,0.05982215702533722
36,0.05974181368947029
37,0.059659942984580994
38,0.05957998335361481
39,0.05949704721570015
40,0.059401314705610275
41,0.059288349002599716
42,0.05916370451450348
43,0.059036895632743835
44,0.058912843465805054
45,0.05879025161266327
46,0.058667413890361786
47,0.05854708328843117
48,0.05843449756503105
49,0.058331962674856186
50,0.058236826211214066
51,0.05814489722251892
52,0.05805434286594391
53,0.057965874671936035
54,0.057879772037267685
55,0.05779411271214485
56,0.05770627036690712
57,0.05761538818478584
58,0.057522837072610855
59,0.05743036046624184
60,0.057338401675224304
61,0.057246576994657516
62,0.057155169546604156
63,0.05706555023789406
64,0.056978993117809296
65,0.05689556151628494
66,0.056814417243003845
67,0.056735020130872726
68,0.05665745213627815
69,0.056581780314445496
70,0.05650744214653969
71,0.05643358826637268
72,0.0563599169254303
73,0.05628673732280731
74,0.056214384734630585
75,0.056142888963222504
76,0.0560721755027771
77,0.05600252375006676
78,0.05593443661928177
79,0.05586813762784004
80,0.05580354481935501
81,0.05574050173163414
82,0.05567900836467743
83,0.05561911314725876
84,0.05556067079305649
85,0.05550343170762062
86,0.05544726550579071
87,0.05539219453930855
88,0.0553382970392704
89,0.055285561829805374
90,0.05523395538330078
91,0.05518354848027229
92,0.05513446405529976
93,0.05508673936128616
94,0.055040352046489716
95,0.05499524623155594
96,0.054951418191194534
97,0.05490885674953461
98,0.054867491126060486
99,0.054827261716127396
100,0.054788101464509964
101,0.05475003644824028
102,0.05471305176615715
103,0.05467711389064789
104,0.054642204195261
105,0.05460834503173828
106,0.05457553267478943
107,0.05454375594854355
108,0.05451294779777527
109,0.05448310449719429
110,0.054454196244478226
111,0.05442618951201439
112,0.0543990358710289
113,0.05437270179390907
114,0.05434717237949371
115,0.05432242527604103
116,0.054298434406518936
117,0.05427517369389534
118,0.054252639412879944
119,0.05423079803586006
120,0.054209623485803604
121,0.05418909713625908
122,0.0541691891849041
123,0.054149873554706573
124,0.05413112789392471
125,0.054112907499074936
126,0.05409520864486694
127,0.05407799035310745
128,0.05406126007437706
129,0.054044969379901886
130,0.05402911454439163
131,0.054013680666685104
132,0.05399863421916962
133,0.05398397520184517
134,0.053969670087099075
135,0.053955696523189545
136,0.05394205078482628
137,0.05392870306968689
138,0.05391564220190048
139,0.05390285700559616
140,0.05389033257961273
141,0.053878046572208405
142,0.05386599898338318
143,0.053854163736104965
144,0.053842537105083466
145,0.05383111163973808
146,0.05381986126303673
147,0.05380879342556
148,0.053797878324985504
149,0.053787119686603546
150,0.053776513785123825
151,0.05376603081822395
152,0.053755685687065125
153,0.05374545231461525
154,0.05373533070087433
155,0.05372531712055206
156,0.05371541157364845
157,0.053705595433712006
158,0.05369586870074272
159,0.0536862276494503
160,0.05367664992809296
161,0.053667157888412476
162,0.05365772545337677
163,0.053648367524147034
164,0.05363906919956207
165,0.05362981557846069
166,0.05362062528729439
167,0.05361149087548256
168,0.053602393716573715
169,0.05359334126114845
170,0.05358433350920677
171,0.05357537046074867
172,0.05356644466519356
173,0.05355754867196083
174,0.05354868620634079
175,0.053539860993623734
176,0.05353105813264847
177,0.05352228879928589
178,0.0535135418176651
179,0.0535048246383667
180,0.05349613353610039
181,0.05348746478557587
182,0.05347881466150284
183,0.0534701906144619
184,0.05346158146858215
185,0.0534529909491539
186,0.05344441533088684
187,0.05343587324023247
188,0.05342733860015869
189,0.05341881141066551
190,0.05341031029820442
191,0.05340181663632393
192,0.05339334160089493
193,0.05338488146662712
194,0.05337643250823021
195,0.05336799845099449
196,0.05335956811904907
197,0.05335115268826485
198,0.053342755883932114
199,0.05333436280488968
200,0.05332597345113754
201,0.0533176064491272
202,0.05330924689769745
203,0.053300891071558
204,0.05329255014657974
205,0.053284212946891785
206,0.053275883197784424
207,0.05326756462454796
208,0.05325925350189209
209,0.05325094610452652
210,0.053242649883031845
211,0.05323436111211777
212,0.053226083517074585
213,0.053217798471450806
214,0.05320952460169792
215,0.05320126563310623
216,0.05319300293922424
217,0.05318475514650345
218,0.053176507353782654
219,0.053168267011642456
220,0.05316002294421196
221,0.05315179005265236
222,0.05314355716109276
223,0.05313534289598465
224,0.053127121180295944
225,0.053118906915187836
226,0.053110696375370026
227,0.05310249328613281
228,0.0530942864716053
229,0.053086090832948685
230,0.05307789146900177
231,0.05306970328092575
232,0.05306151136755943
233,0.05305332690477371
234,0.05304514616727829
235,0.05303696542978287
236,0.053028788417577744
237,0.05302061513066292
238,0.053012438118457794
