x0,x1,y
1.9968109502398859,1.943469928174606,0.09465387474805034
3.4406790379992582,-1.5932665625125808,0.2125822873174511
-2.5148367490869408,-2.6881796824582325,0.03761005461467019
3.916308219600946,4.339407315034197,0.9997695409162943
1.277852191388301,-4.204324767423265,0.23959675146922527
-3.8693681106616937,-1.2556178038651438,0.07627696765745746
2.4718144920905702,4.13266782491289,0.44828814245520243
2.9831668970684184,0.8992194763854187,0.19000802203253367
-3.552223146103321,-4.6243523450096475,0.15569633270527855
-4.174243409089628,3.6739522946852308,0.1438485061191742
-2.1363945215158937,2.8807430313052595,0.05154342708780031
-2.5205863838587095,0.7099489148030731,0.0006252821086317966
2.42543378435159,-1.7933232591672073,0.19976732229192523
-2.0168250564061414,1.1223006762097416,0.0020532688090734415
-0.2393434439213351,0.06637848155443393,0.0005745588416115301
-4.82821197537397,-4.228942348196693,0.19802919510623126
0.7177665932522661,-0.45688597968289457,0.0013504108607149613
-3.27620938854942,-0.9211480921913164,0.020844022976971945
1.8215415488224416,-0.2598184171476623,0.04731189234576471
3.492365366685327,4.971553457811357,0.9976130553858056
3.562382862384876,-4.022407012001495,0.972295584640932
-0.21649664631131316,1.3926933973351652,0.00034930029463178786
-0.08714463068801237,-2.2654137262483753,0.029162169840494655
1.6559790014605174,-4.052502876463139,0.29827737723201564
0.9744482034395618,-2.5839667071129564,0.04708643798324509
2.3005757935162165,4.778256407566062,0.9633070547488215
1.4090686255743545,1.6723726147747389,0.06680100844434564
-0.8948972447855645,1.4878694731821671,0.0010797294796162566
4.254530339095002,-0.38811395501466706,0.32574811255374925
-1.6641488114410903,-3.2562032763781477,0.04316438203963295
-4.4516132908645325,2.7893322523225113,0.10181726975182329
-1.2899741462872827,3.150106844993239,0.0858916809512825
-2.4205760867805406,3.2520979379834944,0.06490924133889431
1.1257719984274264,-3.4557276214296584,0.11767106720959897
-4.427916957446147,-1.1190601985817965,0.014340263951844512
4.595849457017147,-3.076111501124704,0.9754001645796359
-4.898164317304076,4.042108435547002,0.18731186677123837
0.45677736186542184,-3.5698329924330507,0.05115428176761577
1.397921562159219,4.020037916242549,0.26639169990022127
2.6009176438356016,-1.750928855564041,0.13946430164399387
-4.907817816620174,4.837485919140519,0.12551895323730736
3.991422408978613,3.6844882231971887,0.9998810204788927
-3.590994490729929,-2.902842385258337,0.13357855652027883
-3.648680015927699,0.204616648473964,0.005051945759794545
1.2484419027022122,4.815145373289887,0.47692735716325235
2.7954742144796185,-1.83032676373359,0.20201655034596122
-2.9566963709231917,-1.326411859100363,0.00013320720553314596
-1.7648726883782824,-4.871165730230775,0.08664797148378592
0.18940627709572233,-2.1062138319906607,0.0024032836359057065
-0.40345078858011796,2.0826529181218234,0.0005041347367885571
2.9413089753722286,0.4952440565714049,0.1534793517681009
3.55597935796529,4.11042496654712,0.9886995143067239
-0.14302603537337433,-2.6485276963170397,0.0019765107956761403
-1.9029190197531283,0.7648729674812262,0.02170726753198597
2.7514660635761823,2.623083164616742,0.2119802543767338
3.7245766071542032,1.2424600475631484,0.23374204678134525
-0.9098878049527839,-3.036035297746298,0.03994110092364871
1.1065112138658986,3.437600519916156,0.1441678368752305
-2.925162268460159,-2.31478298694719,0.04493767304200357
2.920667309892485,2.801937320128136,0.3066561074399755
-3.091437300336363,-1.907166783199977,0.0506929643303374
-3.690012952059405,-1.7327825258340717,0.03445093828736435
3.3426921089673858,2.843721255861884,0.3220421797798608
4.193950954215067,3.4430320088483324,0.9952765559458422
-3.519778061402145,1.5204246750655077,0.001869342413399828
2.8735098052790944,1.9286988656659778,0.17398638239696348
3.7438921973961925,-4.115472262913656,0.6880387487801742
2.2058744003486206,3.5233124629916404,0.2377836365826963
-4.540304314147521,2.8722184755984017,0.10465180312027074
-4.502733380592535,-2.363092184764526,0.03974607186972551
0.49195656718280656,-1.8112976192623274,0.024396236428754322
0.9105418291455694,-0.728094560186169,0.0125569486800732
1.2381135837893726,-1.319741783638102,0.01889166593748916
-4.945266608039775,2.0278528131751106,0.06666110591301527
2.6933366386111928,-3.5484328832890384,0.31042259350324486
-1.4022671515888394,-3.975743769816029,0.08535554930580214
-1.2307654147086247,3.2831478404638457,0.07744984513673892
-3.622662093599618,-0.10519178093593418,0.057519131685986324
-1.5124737470860672,2.061152751720062,0.015102862994771406
0.2130279493308107,0.7905584261149743,0.0005379093753488347
-3.1591194984112527,4.259046977949621,0.13978096664529777
0.6853343765119249,-3.0183346071660937,0.07013822678552772
-2.1071634604188443,-2.523855998324938,0.053568021041031616
-4.400374978387584,-1.046253829505563,0.06921371556865957
-4.848970244272121,-2.7820698015486642,0.13692927416060327
3.5383640518620805,-0.2800265485168527,0.19228506555860625
-3.9941912752192774,2.280318897576386,0.13419585689622637
3.6567839786837713,2.939139147304303,0.5937106780030839
1.6293909124117683,0.138951855500693,0.0804834208085945
-3.484538854777773,-3.9922326561387003,0.1169599304412635
2.551370062043458,3.9303228147160603,0.9742636362742134
1.2167913228583984,4.6769751066703265,0.23751880669219605
-1.2515170865760665,-1.166840790106876,7.841096679193558e-06
1.175408235747268,2.8362689974000617,0.11650181168166363
-2.7006332074533472,-0.3341173185873334,0.03563144832755042
-0.27381751719945147,1.595322276787618,0.0002481965322964105
